Value,Type,Reference,Bedrooms,Bathrooms,Furnishing,Size,Amenities,Agency,Location
"8,500 QAR Monthly",Apartment,AP21PAL1-153,2,2,Furnished,"                                        1,475 sqft                          /              137 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Pets Allowed - Security - Shared Gym - Shared Pool - View of Landmark - View of Water,FGREALTY Qatar, Marina Gate - Porto Arabia - The Pearl - Doha
"10,000 QAR Monthly",Apartment,1203-WB-2BDR-FF,2,3,Furnished,"                                        1,722 sqft                          /              160 sqm                      ",Built in Wardrobes - Central A/C - Concierge - Kitchen Appliances - Security - Shared Gym - Shared Pool - View of Water - Walk-in Closet,ABHome Real Estate, West Bay Tower - West Bay - West Bay - Doha
"9,000 QAR Monthly",Apartment,nelsonpark-1944554,2,2,Furnished,"                                        1,345 sqft                          /              125 sqm                      ",Built in Wardrobes - Central A/C - Covered Parking - Kitchen Appliances - Security - Shared Gym,NelsonPark Property , Anas Street - Fereej Bin Mahmoud North - Fereej Bin Mahmoud - Doha
"12,000 QAR Monthly",Apartment,beyoot-1944834,2,3,Furnished,"                                        1,991 sqft                          /              185 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool - View of Water,Beyoot Real Estate, Tower 6 - Porto Arabia - The Pearl - Doha
"8,500 QAR Monthly",Apartment,empireestate-1943814,2,3,Furnished,"                                        1,798 sqft                          /              167 sqm                      ",Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Maid Service - Pets Allowed - Security - Shared Gym - Shared Pool - View of Water,Empire Estate , Zig Zag Tower B - Zig Zag Towers - West Bay - Doha
"13,000 QAR Monthly",Apartment,AP5597,2,2,Furnished,"                                        1,722 sqft                          /              160 sqm                      ",,MD Properties, West Bay Tower - West Bay - West Bay - Doha
"15,000 QAR Monthly",Apartment,AP5652,2,2,Furnished,"                                        1,798 sqft                          /              167 sqm                      ",,MD Properties, Viva West - Viva Bahriyah - The Pearl - Doha
"6,500 QAR Monthly",Apartment,loftbureau-1955285,2,1,Partly furnished,"                                        1,130 sqft                          /              105 sqm                      ",Concierge - Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool,The Loft Bureau Real Estate, Viva West - Viva Bahriyah - The Pearl - Doha
"5,700 QAR Monthly",Apartment,nelsonpark-1950553,2,2,Unfurnished,"                                        1,292 sqft                          /              120 sqm                      ",Covered Parking,NelsonPark Property , Al Sadd Road - Al Sadd - Doha
"8,000 QAR Monthly",Apartment,nelsonpark-1941410,2,2,Furnished,"                                        1,076 sqft                          /              100 sqm                      ",Built in Wardrobes - Covered Parking - Kitchen Appliances - View of Landmark,NelsonPark Property , Al Thumama - Al Thumama - Doha
"9,000 QAR Monthly",Apartment,1403-WB-2BDR-FF,2,3,Furnished,"                                        1,399 sqft                          /              130 sqm                      ",Built in Wardrobes - Central A/C - Kitchen Appliances - Pets Allowed - Security - Shared Gym - Shared Pool,ABHome Real Estate, West Bay Tower - West Bay - West Bay - Doha
"6,500 QAR Monthly",Apartment,EV02-2BR-FF-1,2,2,Furnished,"                                        1,119 sqft                          /              104 sqm                      ",Kitchen Appliances - Security,Ezdan Real Estate, Ezdan Village 2 - Al Duhail - Doha
"9,000 QAR Monthly",Apartment,nelsonpark-1951533,2,2,Furnished,"                                        1,345 sqft                          /              125 sqm                      ",Built in Wardrobes - Central A/C - Covered Parking - Security - Shared Gym - Shared Pool - View of Landmark,NelsonPark Property , Al Jazeera Street - Fereej Bin Mahmoud North - Fereej Bin Mahmoud - Doha
"13,000 QAR Monthly",Apartment,udc-1931275,2,2,Unfurnished,"                                        1,389 sqft                          /              129 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Security - Shared Pool - View of Landmark,United Development Company , Medina Centrale - Medina Centrale - The Pearl - Doha
"17,000 QAR Monthly",Townhouse,nelsonpark-1935360,2 + Maids Room,3,Partly furnished,"                                        1,722 sqft                          /              160 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Maids Room - Security - Shared Gym - Shared Pool - View of Landmark - View of Water - Walk-in Closet,NelsonPark Property , Viva West - Viva Bahriyah - The Pearl - Doha
"13,500 QAR Monthly",Apartment,loftbureau-1935003,2,3,Furnished,"                                        2,045 sqft                          /              190 sqm                      ",Balcony - Security - Shared Gym - Shared Pool - Shared Spa - View of Landmark - View of Water,The Loft Bureau Real Estate, Viva West - Viva Bahriyah - The Pearl - Doha
"4,000 QAR Monthly",Apartment,mtcqatar-779650,2,2,Unfurnished,"                                        1,184 sqft                          /              110 sqm                      ",Concierge - Covered Parking - Pets Allowed - Security,MTC Qatar , Ibn Asakir Street - Najma - Doha
"13,000 QAR Monthly",Apartment,AP5580,2,2,Furnished,"                                        2,164 sqft                          /              201 sqm                      ",,MD Properties, Viva West - Viva Bahriyah - The Pearl - Doha
"10,000 QAR Monthly",Apartment,HM-084,2,2,Partly furnished,"                                        1,345 sqft                          /              125 sqm                      ",Balcony - Built in Wardrobes - Concierge - Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool,Hamat Muthar Real Estate & Contracting, Tower 5 - Porto Arabia - The Pearl - Doha
"10,000 QAR Monthly",Hotel Apartments,aladekhar-1930937,2,2,Furnished,"                                        1,238 sqft                          /              115 sqm                      ",Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Pets Allowed - Security - Shared Gym - Shared Pool - Shared Spa - Walk-in Closet,Al Adekhar, Al Mansoura - Al Mansoura - Doha
"5,500 QAR Monthly",Apartment,manhal-1931194,2,2,Unfurnished,"                                        3,229 sqft                          /              300 sqm                      ",Covered Parking - Kitchen Appliances - Security,Manhal Real Estate, Al Sadd Road - Al Sadd - Doha
"14,500 QAR Monthly",Apartment,A1605408,2,3,Unfurnished,"                                        2,250 sqft                          /              209 sqm                      ",Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Pets Allowed - Private Gym - Private Pool - Security - Shared Gym - Shared Pool - Shared Spa - Study - View of Landmark - View of Water - Walk-in Closet,Fookis Real Estate, West Porto Drive - Porto Arabia - The Pearl - Doha
"6,500 QAR Monthly",Apartment,2BRJeliaV19U1,2,2,Furnished,"                                        1,076 sqft                          /              100 sqm                      ",Kitchen Appliances - Pets Allowed - Shared Pool,Maroon Homes, Al Khafiji Street - Jeliah - Doha
"10,500 QAR Monthly",Apartment,O-1954,2,3,Partly furnished,"                                        1,658 sqft                          /              154 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool - View of Water,One Percent Real Estate , East Porto Drive - Porto Arabia - The Pearl - Doha
"11,000 QAR Monthly",Apartment,magicqa-1938486,2,3,Furnished,"                                        1,507 sqft                          /              140 sqm                      ",Balcony - Kitchen Appliances - Security - Shared Gym - Shared Pool - View of Water,Magic Real Estate, Tower 29 - Viva Bahriyah - The Pearl - Doha
"8,500 QAR Monthly",Apartment,coreo-1633553,2 + Maids Room,4,Furnished,"                                        1,776 sqft                          /              165 sqm                      ",Built in Wardrobes - Central A/C - Concierge - Kitchen Appliances - Maids Room - Shared Gym - Shared Pool,Coreo Real Estate , Zig Zag Tower A - Zig Zag Towers - West Bay - Doha
"14,500 QAR Monthly",Apartment,A1605408,2,3,Unfurnished,"                                        2,250 sqft                          /              209 sqm                      ",Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Pets Allowed - Private Gym - Private Pool - Security - Shared Gym - Shared Pool - Shared Spa - Study - View of Landmark - View of Water - Walk-in Closet,Fookis Real Estate, West Porto Drive - Porto Arabia - The Pearl - Doha
"6,500 QAR Monthly",Apartment,2BRJeliaV19U1,2,2,Furnished,"                                        1,076 sqft                          /              100 sqm                      ",Kitchen Appliances - Pets Allowed - Shared Pool,Maroon Homes, Al Khafiji Street - Jeliah - Doha
"10,500 QAR Monthly",Apartment,O-1954,2,3,Partly furnished,"                                        1,658 sqft                          /              154 sqm                      ",Balcony - Built in Wardrobes - Central A/C - Concierge - Covered Parking - Kitchen Appliances - Security - Shared Gym - Shared Pool - View of Water,One Percent Real Estate , East Porto Drive - Porto Arabia - The Pearl - Doha
"7,000 QAR Monthly",Apartment,nelsonpark-1934439,2,3,Furnished,"                                        1,292 sqft                          /              120 sqm                      ",Built in Wardrobes - Covered Parking - Kitchen Appliances,NelsonPark Property , New Al Hitmi - Fereej Bin Omran - Doha
